,EQ,EQ,EQ,EQ,EQ,EQ,EQ,EQ,EM,EQ,EQ,EQ,RE,EQ,RE,EQ,EM,RE,EQ,EM,EQ,FI,FI,FI,FI,FI,FI,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV2,IV2,IV2,IV2,IV2,IV2,IV2,IV2,IV2
,SPY US Equity,EFA US Equity,XLF US Equity,XLK US Equity,XLV US Equity,XLP US Equity,XLE US Equity,EWJ US Equity,EWZ US Equity,XLU US Equity,XLI US Equity,EZU US Equity,IYR US Equity,XLB US Equity,RWR US Equity,IXN US Equity,ISMUF US Equity,ICF US Equity,IYZ US Equity,ILF US Equity,IEV US Equity,TIP US Equity,AGG US Equity,IEF US Equity,TLT US Equity,SHY US Equity,LQD US Equity,FEDFUNDS,CPI,CREDIT,T10Y,GDP,T10Y3MM,UNRATE,OIL,EXCH,IV1M80,IV1M90,IV1M95,IV1M975,IV1M100,IV1M1025,IV1M105,IV1M110,IV1M120,IV2M80,IV2M90,IV2M95,IV2M975,IV2M100,IV2M1025,IV2M105,IV2M110,IV2M120
2006-05-31,132.7723,67.6617,27.8994,20.9802,31.1804,24.8518,57.2797,56.47,38.3939,34.2778,35.1008,45.4534,75.8892,33.6368,81.1902,52.3743,1.5333,88.3951,26.4638,26.9298,47.2381,110.5598,107.2118,87.9304,93.2253,84.9389,116.08868,4.99,201.8,3.12,5.12,15326.368,0.19,4.6,70.95,1.1016,31.85,24.32,19.12,16.49,13.82,11.59,10.18,10.37,12.92,28.43,21.44,17.74,15.9,14.09,12.46,11.02,9.42,9.74
2006-06-30,133.0711,67.6203,27.7711,20.8775,31.1912,25.3086,58.7347,55.01,40.6487,35.0648,35.0559,45.5828,79.3837,33.8112,85.8248,51.8275,1.4333,93.1128,27.4779,28.0458,47.5767,111.0323,107.0395,88.1321,94.3224,85.1393,115.9878,5.24,202.9,3.35,5.15,15326.368,0.01,4.7,74.41,1.117,27.14,20.69,16.08,13.76,11.6,9.82,9.61,10.69,12.72,24.85,19.01,15.86,14.17,12.54,11.09,9.89,8.95,10.36
2006-07-31,133.7196,68.1684,28.4065,20.3332,32.8931,25.7062,60.7011,54.73,41.0124,36.74800000000001,33.0652,46.1263,82.2805,32.5473,88.9537,49.8123,1.4333,97.1009,28.0564,28.7166,48.5141,112.7116,108.5252,89.6107,96.3516,85.705,117.68062,5.25,203.8,3.45,4.99,15456.928,-0.21,4.7,73.04,1.13135,29.51,21.72,16.79,14.54,12.43,10.52,9.94,10.37,11.58,25.54,19.7,16.49,14.89,13.3,11.71,10.38,10.0,11.02
2006-08-31,136.6377,69.9057,28.7414,21.7606,33.8317,26.7001,57.6169,55.3,40.7007,37.7579,33.4385,47.9173,84.7316,33.5268,91.8002,53.5186,1.61,100.5556,28.7206,28.8684,49.9724,114.5844,110.2504,91.1913,99.3079,86.3494,120.29867,5.25,202.8,3.49,4.74,15456.928,-0.21,4.5,63.8,1.10368,25.95,19.73,14.54,12.3,10.24,8.8,8.86,9.89,11.85,22.96,17.75,14.44,12.87,11.29,9.91,8.96,8.76,9.78
2006-09-30,140.326,70.0608,29.8977,22.6378,34.351,26.6869,55.5078,54.61,39.9733,37.209,34.7141,48.7559,86.7487,33.5223,93.6537,55.8578,1.7167,102.745,29.8575,29.1658,50.3058,114.7114,111.366,92.2249,101.187,86.7605,121.34945,5.25,201.9,3.42,4.64,15456.928,-0.32,4.4,58.89,1.118,23.5,18.94,14.48,12.24,10.09,8.4,8.47,10.76,13.84,23.12,17.93,14.59,12.95,11.39,9.9,8.74,8.95,10.14
2006-10-31,144.7487,72.6874,30.5972,23.5536,34.4648,27.1601,57.8755,55.7,43.6205,39.1795,35.6929,50.4175,92.3708,35.5354,99.2968,57.2148,1.7567,109.5163,30.9577,31.5084,52.264,114.6261,112.1295,92.7875,102.0651,87.0901,122.62023,5.25,202.0,3.29,4.61,15493.328,-0.47,4.5,59.08,1.12225,22.92,17.02,13.24,11.36,9.8,8.8,9.12,11.27,13.61,20.74,15.8,12.98,11.62,10.35,9.24,8.48,8.77,9.8
2006-11-30,147.627,74.9211,30.8131,24.2018,34.4234,26.9288,62.8396,55.7,46.0935,40.2195,36.5675,52.7468,96.6436,37.0822,104.1647,59.2806,2.0167,115.9743,30.7635,33.4551,54.139,115.8529,113.3193,94.0037,104.4193,87.51100000000002,124.35272,5.24,203.1,3.2,4.46,15493.328,-0.41,4.4,61.96,1.1403,25.43,19.06,13.93,11.46,9.4,8.05,7.69,8.44,10.73,22.6,16.69,13.44,11.88,10.42,9.18,8.18,7.86,8.89
2006-12-31,149.6006,77.3178,31.9721,24.0713,34.783,27.6039,61.0705,57.72,49.6894,40.5635,36.7462,54.464,94.9433,37.281,101.7702,59.18899999999999,2.1101,113.3638,32.1542,35.547,55.7644,113.1836,112.6387,92.805,101.6057,87.5675,123.23987,5.25,203.437,2.82,4.71,15493.328,-0.35,4.6,54.51,1.16575,25.1,18.83,13.53,11.23,9.03,7.44,7.33,8.37,10.63,22.28,17.21,13.9,12.32,10.76,9.31,8.16,7.58,9.68
2007-01-31,151.8506,78.3949,32.268,24.5577,35.8424,28.164,60.508,58.13,50.1137,40.4199,37.5124,55.2544,104.113,38.8232,110.8293,59.3717,2.1608,124.881,33.3472,36.48,56.4019,113.4471,112.5596,92.4335,100.5946,87.7099,123.35539,5.26,204.226,2.72,4.83,15582.085,-0.44,4.5,59.28,1.1769,23.15,17.58,13.44,11.25,9.06,7.35,7.42,9.39,12.82,20.68,16.15,13.02,11.46,9.89,8.45,7.33,7.14,9.58
2007-02-28,148.8717,78.3315,31.2847,23.854,34.9803,27.7942,59.2685,59.95,48.597,42.4746,37.1765,54.7538,100.3882,40.1084,107.7362,57.4942,2.0764,121.219,33.1845,34.8881,55.6741,115.6925,114.4007,94.3334,104.0045,88.3478,125.80072,5.26,205.288,2.82,4.56,15582.085,-0.52,4.4,60.44,1.16995,32.43,23.98,18.79,16.25,13.97,12.17,11.18,10.71,13.68,25.78,19.98,16.87,15.22,13.6,12.12,10.78,9.55,10.6
2007-03-31,150.5989,80.5279,31.1373,24.1334,35.0801,28.3042,62.9973,59.18,52.2031,44.0935,37.3929,57.0673,97.8519,40.8033,105.4422,57.9915,2.2114,117.4453,33.9111,37.3105,57.5546,116.0689,114.1661,94.2023,102.236,88.7459,124.97439,5.25,205.904,2.8,4.65,15582.085,-0.32,4.5,63.98,1.154,29.65,22.22,17.63,15.13,12.73,10.57,9.5,10.44,12.27,26.47,20.33,16.87,15.03,13.24,11.54,9.97,8.67,9.54
2007-04-30,157.2698,83.5902,32.3433,25.2718,37.6446,29.1007,66.2266,58.0,55.7455,46.2593,39.1284,60.6033,98.1389,41.4145,105.3606,60.7723,2.2553,117.3884,34.6303,39.4505,61.0396,116.8402,114.8392,94.7732,103.1607,89.01700000000002,126.08845,5.25,206.755,2.74,4.63,15666.738,-0.12,4.4,63.46,1.1097,30.1,22.96,17.35,14.79,12.49,10.63,9.87,9.74,9.91,26.69,19.65,16.04,14.29,12.62,11.12,9.95,9.19,10.0
2007-05-31,162.6044,85.5649,33.121,26.5447,38.291,29.4937,71.3788,59.3,62.8834,46.4703,41.1585,62.8957,98.2881,43.8595,105.3256,62.9746,2.414,116.3641,37.7359,44.0442,62.3677,115.3075,113.7863,93.453,100.7735,88.9572,124.53707,5.25,207.234,2.46,4.9,15666.738,0.36,4.6,67.49,1.0689,29.4,21.43,15.97,13.3,10.95,9.23,8.66,8.84,11.35,24.96,18.68,15.26,13.54,11.89,10.44,9.32,8.64,9.5
2007-06-30,160.2227,85.2903,31.7901,26.5112,37.0079,28.9058,72.3064,58.94,65.1425,44.2598,41.1692,62.1843,89.7304,43.6243,95.8354,63.8677,2.7347,103.7311,36.8826,44.5985,62.118,115.0727,113.3582,93.0178,99.7537,89.3796,123.53114,5.26,207.603,2.89,5.03,15666.738,0.04,4.7,74.12,1.06535,26.68,22.88,19.02,16.82,14.43,12.31,10.69,10.81,13.79,26.74,21.75,18.66,16.99,15.24,13.63,12.24,10.5,11.48
2007-07-31,155.2061,83.3368,28.908,26.4594,35.2471,28.083,72.3169,58.61,67.4546,42.493,41.5594,60.0764,81.5941,42.46100000000001,87.9702,63.6648,3.0723,96.1161,36.5434,44.9123,60.5137,117.7069,114.5729,95.1169,103.0622,90.188,122.51419,5.02,207.667,4.19,4.78,15761.967,0.35,4.6,72.36,1.06655,36.72,30.05,26.03,23.77,21.42,19.16,17.09,15.03,16.37,32.45,27.41,24.27,22.56,20.83,19.17,17.6,14.87,13.61
2007-08-31,157.1978,82.8088,29.6549,26.9668,36.0542,28.7455,73.1868,57.15,65.2804,43.1639,41.57,60.2134,85.8824,42.1702,92.942,65.5016,3.2074,102.4581,36.3136,44.3768,60.2215,118.6764,116.0401,97.2706,104.9049,91.2803,125.43565,4.94,208.547,4.55,4.54,15761.967,0.53,4.7,79.92,1.05565,36.34,30.01,25.93,23.4,20.73,18.15,15.88,13.86,15.26,33.53,28.47,24.98,23.01,20.98,19.03,17.17,14.14,12.99
2007-09-30,163.2812,87.2122,30.3783,27.9849,37.1781,30.0659,78.6004,58.25,78.0077,44.8198,43.5382,63.7126,89.4365,45.566,96.961,68.2217,3.3087,107.7081,37.1971,50.5185,63.3239,120.1952,116.7753,97.3568,105.1438,91.637,126.35641,4.76,209.19,4.16,4.59,15761.967,0.53,4.7,85.8,0.99225,32.44,25.04,20.71,18.36,15.97,13.62,11.83,11.69,14.85,29.33,23.72,20.51,18.76,16.94,15.2,13.55,11.06,11.39
2007-10-31,165.4964,90.9186,29.8561,29.4687,37.8723,30.5279,80.5969,58.33,90.788,47.804,42.9765,66.8692,90.1149,47.4596,97.8564,71.7028,4.6592,108.6554,35.5378,55.8277,66.1926,121.5962,117.9543,98.405,107.0507,92.075,127.57902,4.49,210.834,4.36,4.48,15671.383,0.8,4.7,94.77,0.9431,31.19,24.67,20.86,18.78,16.45,14.07,12.23,11.54,14.46,29.53,23.87,20.82,19.09,17.28,15.55,13.96,11.75,12.1
2007-11-30,159.0863,87.624,27.4396,27.2481,38.3561,31.3661,77.2028,57.15,85.8561,48.1194,41.7577,65.0142,81.8928,45.0682,88.4242,66.7399,4.0464,98.0267,32.1423,52.7463,63.988,126.5996,120.0692,102.3845,112.7727,93.7245,128.87497,4.24,211.445,5.75,3.97,15671.383,1.03,5.0,91.69,0.99865,33.34,27.61,25.19,23.53,21.65,19.61,17.54,15.05,16.19,31.96,28.04,25.39,23.86,22.28,20.7,19.1,16.13,14.27
2007-12-31,157.2835,85.0032,25.836,27.7887,37.271,31.1023,83.5906,54.55,86.8403,48.0316,41.6988,64.4845,77.7429,45.5428,83.61,66.6065,3.5679,92.7175,32.6272,52.7749,62.4044,126.673,120.0637,102.433,112.062,94.0044,127.83599,3.94,212.174,5.92,4.04,15671.383,0.92,5.0,92.97,0.9984,30.2,25.83,22.73,20.95,18.96,16.95,15.08,14.1,15.67,30.35,26.32,23.76,22.25,20.63,19.02,17.46,14.73,13.39
2008-01-31,147.774,78.3329,26.0235,24.2344,35.5716,29.3744,73.3195,52.21,82.31,44.5027,39.3987,57.8264,77.8257,43.6315,82.9102,58.5609,3.0073,91.956,29.024,50.9791,56.9139,131.1988,122.8407,105.8706,114.4045,95.5599,131.11602,2.98,212.687,6.95,3.67,15752.308,1.57,4.9,95.39,1.00285,37.97,31.19,27.94,26.04,24.01,21.96,19.99,17.85,18.67,33.94,29.3,26.65,25.15,23.6,22.07,20.6,17.8,15.84
2008-02-29,143.9551,77.5318,23.0675,23.0878,34.6216,29.2988,80.1142,51.43,89.8857,42.6759,38.6001,57.3508,74.5598,44.6363,80.0267,57.4608,2.8543,88.3593,26.0951,54.9164,56.6464,133.0647,122.6442,107.1811,113.8811,96.5475,130.18698999999998,2.61,213.448,7.67,3.53,15752.308,2.23,5.1,105.45,0.9878,34.31,30.34,27.81,26.37,24.79,23.09,21.3,18.94,19.95,34.73,30.44,28.04,26.7,25.26,23.79,22.36,19.72,17.27
2008-03-31,142.655,77.8565,22.3773,23.3541,33.0484,30.2466,78.2413,50.77,82.8911,43.3618,39.9991,58.7992,77.8854,44.0093,85.4038,57.6034,2.5485,95.1563,26.0125,53.5361,57.3123,132.8791,122.803,108.6154,116.3178,96.7865,129.40989,2.28,213.942,8.21,3.45,15752.308,2.37,5.0,112.58,1.0253,35.46,29.84,27.33,25.76,24.02,22.19,20.36,17.74,17.7,32.78,29.12,26.9,25.6,24.24,22.87,21.52,18.89,16.61
2008-04-30,149.4543,82.0904,23.9429,24.8137,33.3771,30.0186,86.3655,54.5,97.1923,45.5791,41.1756,61.1447,82.4078,46.3538,90.9421,61.5856,2.5485,101.2996,28.1384,58.6247,59.8502,130.2612,123.2088,105.9927,113.4401,95.982,131.02116999999998,1.98,215.208,6.86,3.77,15667.032,2.12,5.4,125.4,1.00795,32.82,25.68,22.41,20.73,19.05,17.4,15.93,14.5,15.48,30.0,24.71,22.18,20.82,19.47,18.14,16.82,14.74,14.19
2008-05-31,151.7135,83.065,22.2784,26.4298,34.0133,30.9305,90.8554,55.57,106.791,47.2134,41.5392,61.8688,83.0778,48.7641,90.6737,65.0686,3.1296,100.8498,29.9305,63.7239,60.0958,130.4006,121.651,104.1088,110.385,95.6495,128.12828000000002,2.0,217.463,6.57,4.06,15667.032,2.21,5.6,133.88,0.9934,29.59,22.97,19.34,17.61,15.92,14.26,12.85,12.64,14.58,28.36,23.0,20.36,18.98,17.55,16.13,14.72,12.54,12.55
2008-06-30,139.0456,75.7517,18.3935,23.9548,32.5768,29.1691,93.7244,51.42,96.7488,46.8652,36.5471,54.8681,73.4667,45.9323,80.8649,58.5056,2.8034,89.8235,26.9853,58.8747,54.4812,132.73,121.4246,105.2998,113.3122,95.8835,126.47138,2.01,219.016,7.35,3.99,15667.032,2.35,5.8,133.37,1.02155,35.16,28.63,25.42,23.8,22.09,20.46,18.99,17.26,17.61,32.61,27.8,25.35,23.97,22.53,21.11,19.76,17.22,15.02
2008-07-31,137.7961,73.2366,19.6372,23.3693,34.0362,29.8779,78.8099,49.48,88.0263,43.8484,36.8373,53.5299,75.2792,44.4463,83.2244,57.4017,2.7728,92.1785,26.0556,54.0577,53.0802,131.9204,121.9041,106.0593,112.8965,96.2996,126.96542,2.0,218.69,8.0,3.99,15328.027,2.14,6.1,116.67,1.0246,32.19,27.35,24.39,22.85,21.27,19.75,18.35,16.67,17.4,30.2,26.18,24.01,22.82,21.6,20.39,19.23,17.13,15.76
2008-08-31,139.9256,70.1258,19.4466,23.7875,34.7393,30.6848,79.0747,47.05,79.5097,43.3647,37.8474,51.4245,76.6446,43.7529,84.9539,58.107,2.5485,94.139,26.7949,50.2255,50.9731,132.946,122.8095,107.6787,115.9888,96.7482,127.15148,1.81,218.877,8.28,3.83,15328.027,2.54,6.1,104.11,1.06375,31.91,24.69,21.89,20.53,19.12,17.71,16.52,15.35,16.29,29.11,24.78,22.77,21.66,20.54,19.42,18.34,16.54,15.97
2008-09-30,126.7204,62.1061,18.2105,20.8256,32.1567,30.3014,67.2544,43.96,61.0138,38.592,33.274,44.4813,75.8223,36.9676,84.4686,49.7563,2.1611,92.7451,23.046,41.4799,44.6743,127.5999,120.6466,107.5262,117.6968,97.5007,113.50502,0.97,216.995,10.96,3.85,15328.027,3.12,6.5,76.61,1.06445,49.74,43.75,40.59,39.0,37.45,35.93,34.43,31.66,29.66,42.97,38.27,35.8,34.54,33.29,32.07,30.88,28.63,25.37
2008-10-31,105.7878,49.1664,14.2187,17.4684,28.4648,26.4808,54.611,37.11,40.8059,33.5749,27.2026,33.5514,52.0781,28.6886,58.0792,40.9662,1.5495,62.4228,18.3168,28.4739,35.1813,117.2655,117.8979,106.5958,115.5024,98.5768,111.29725,0.39,213.153,16.17,4.01,15155.94,3.34,6.8,57.31,1.2125,71.88,61.17,56.32,54.05,51.79,49.5,47.16,42.66,37.71,64.46,56.43,52.72,50.97,49.28,47.6,45.91,42.43,35.81
2008-11-30,98.4243,46.0335,11.591,15.9995,26.667,26.4259,53.42100000000001,35.71,38.0971,34.9802,24.9663,31.054,40.8547,25.6228,44.1782,36.2951,1.5291,47.5942,18.7015,26.3009,32.8165,118.2939,121.4717,114.8604,132.0656,99.6656,115.02528,0.16,211.398,19.78,2.93,15155.94,2.39,7.3,41.12,1.23985,65.71,57.69,53.96,52.06,50.16,48.32,46.59,43.48,38.23,61.6,55.11,52.04,50.59,49.2,47.83,46.48,43.8,39.08
2008-12-31,99.3923,50.1208,11.634,16.2526,28.5832,26.4319,51.0177,39.84,39.6891,34.1379,25.5449,34.9162,46.7418,25.4812,51.1465,38.057,2.0122,54.7315,18.9115,27.8737,35.3421,125.9871,129.5531,120.7758,150.0779,100.2235,130.90211000000002,0.15,211.933,18.12,2.25,15155.94,2.39,7.8,41.71,1.21878,50.32,41.89,38.1,36.28,34.58,32.99,31.53,29.1,26.43,47.68,41.98,39.07,37.62,36.2,34.84,33.53,30.93,26.36
2009-01-31,91.2308,43.2384,8.5861,15.4827,28.2387,24.5273,50.1099,35.05,40.2676,34.0791,22.4799,28.9163,39.347,23.5987,42.01,36.1336,2.0122,44.7093,17.6496,27.3484,30.1327,125.9364,126.9794,116.0811,130.4615,99.7878,128.54548,0.22,212.705,16.22,2.87,15134.117,2.57,8.3,39.09,1.2296,57.24,47.53,43.32,41.34,39.44,37.59,35.82,33.05,31.21,52.53,45.9,42.71,41.13,39.59,38.12,36.71,34.02,29.84
2009-02-28,81.4282,38.747,7.0622,14.8921,24.7398,22.5452,43.9305,30.65,38.7931,29.8104,18.6515,25.4258,31.563,21.705,32.8483,34.0456,1.5639,34.0926,17.3282,25.5974,26.9208,123.1688,125.6398,115.2257,128.4568,99.6424,121.85875,0.18,212.495,17.39,3.02,15134.117,2.6,8.7,47.94,1.27628,56.9,49.15,45.76,44.03,42.31,40.64,39.1,36.55,33.02,52.61,46.5,43.58,42.14,40.73,39.39,38.12,35.86,32.13
2009-03-31,88.2261,41.9983,8.2732,16.5587,26.2259,23.5041,45.589,32.85,42.7631,30.3795,20.3016,27.9467,32.6747,25.0409,33.9732,38.6227,1.5534,35.0742,18.4321,28.0598,29.0318,130.4432,127.0242,119.0402,133.65,100.14,122.43405,0.15,212.709,17.03,2.71,15134.117,2.77,9.0,49.65,1.2602,55.32,46.82,43.47,42.06,40.79,39.61,38.52,36.76,34.95,51.42,46.0,43.51,42.35,41.25,40.22,39.25,37.44,34.45
2009-04-30,96.991,46.8361,10.0763,18.2866,26.1934,24.5067,49.1536,35.39,51.1569,30.7362,23.9698,32.0417,42.3514,28.9419,44.7226,43.5187,2.1164,46.4708,19.9123,32.6342,32.7317,128.0994,127.6789,115.7718,124.3556,99.9749,125.83432,0.18,213.022,13.45,3.16,15189.222,3.11,9.4,59.03,1.1925,48.77,38.99,35.34,33.71,32.18,30.81,29.68,28.25,27.9,43.36,37.97,35.38,43.15,32.96,31.82,30.73,28.77,26.37
2009-05-31,102.6605,53.0146,11.4849,18.7106,27.9808,25.7543,55.4884,38.96,62.6133,31.8301,24.7739,36.2736,43.3139,30.6331,46.5764,45.2055,2.1373,48.1386,20.6292,39.3428,37.1126,130.6645,128.5871,113.3683,119.7628,100.0308,128.74753,0.21,214.79,11.76,3.47,15189.222,3.54,9.5,69.64,1.09154,25.7,35.17,30.77,28.79,26.97,25.3,23.89,22.22,22.02,39.74,33.43,30.46,28.98,27.59,26.32,25.13,22.91,20.33
2009-06-30,102.5914,52.2558,11.2784,19.3902,28.6423,25.8075,51.8568,39.42,60.5756,33.5444,24.3518,35.4499,42.2274,29.2436,44.3934,46.2097,2.6064,46.1305,20.7923,38.3787,36.4463,130.9268,129.1334,112.7425,120.6748,99.9364,132.47073999999998,0.16,214.726,10.55,3.53,15189.222,3.38,9.5,64.15,1.16235,42.73,33.41,29.18,26.99,24.93,23.0,21.19,18.64,18.26,36.91,30.71,27.58,26.07,24.65,23.31,22.03,19.76,17.97
2009-07-31,110.2453,57.5031,12.2789,20.9768,30.3406,27.525,54.6304,41.26,65.8704,34.8073,26.4809,39.2627,46.695,33.0068,49.0629,50.552,2.815,50.9438,21.0493,41.6266,40.4301,131.0427,130.7728,113.6798,121.3711,100.0465,138.608,0.16,215.445,9.22,3.52,15356.058,3.42,9.6,71.05,1.07761,39.51,30.39,26.61,24.9,23.42,22.18,21.22,20.17,19.83,35.24,28.92,26.11,24.84,23.71,22.71,21.86,20.61,19.5
2009-08-31,114.3177,60.0925,13.8739,21.3175,31.1571,27.8618,55.224,42.73,66.568,35.1561,27.7451,41.7188,52.8559,33.7889,56.2831,51.7507,2.7628,58.5295,20.7571,42.3889,42.6136,132.1483,132.3699,114.5511,124.0858,100.4558,140.4294,0.15,215.861,9.12,3.4,15356.058,3.28,9.8,69.41,1.09378,40.55,29.71,25.24,23.51,22.06,20.94,20.22,19.58,20.18,36.5,30.0,26.98,25.61,24.38,23.27,22.25,20.6,19.29
2009-09-30,118.3711,62.3739,14.1442,22.3042,31.3496,28.7812,58.4515,41.56,77.352,35.6393,29.3645,44.4556,56.0603,35.2151,60.1336,53.9056,2.815,62.9549,22.2818,47.4044,44.7623,134.8205,133.9435,115.8388,127.1376,100.6925,142.90312,0.12,216.509,7.93,3.31,15356.058,3.32,10.0,75.72,1.0695,40.5,30.34,25.81,23.78,21.99,20.5,19.46,18.49,19.27,35.15,28.73,25.55,24.06,22.69,21.44,20.31,18.67,17.62
2009-10-31,116.0954,60.7998,13.3016,22.0263,30.6935,29.1995,59.8933,39.92,78.7128,34.4971,28.1939,42.4206,53.275,33.394,57.4795,52.5878,2.815,59.8732,20.486,47.5812,43.7402,136.364,134.2396,115.6772,123.8067,100.8292,142.19874,0.12,217.234,7.66,3.41,15415.145,3.35,9.9,77.99,1.08475,46.45,35.42,30.11,27.75,25.69,23.87,22.36,20.92,21.59,38.76,31.69,28.21,26.66,25.25,23.94,22.71,20.81,19.84
2009-11-30,123.2476,63.1838,13.8791,23.2447,33.5474,30.2734,61.5952,39.97,87.4498,36.1618,30.6688,44.4907,57.0457,36.9906,61.4013,54.8198,2.8671,64.3533,21.951,52.8839,45.6798,140.1805,135.9667,118.013,125.3106,101.4308,144.97582,0.12,217.347,7.65,3.21,15415.145,3.54,9.9,74.47,1.0563,40.39,29.52,24.47,22.23,20.33,18.87,17.94,17.24,18.24,34.53,27.55,24.3,22.79,21.42,20.23,19.22,17.79,16.55
